PreciseTimeStamp,e2EDurationInMilliseconds
45:00.0,187
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,109
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,109
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,156
45:00.0,234
45:00.0,109
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,187
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,109
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,218
45:00.0,140
45:00.0,109
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,109
45:00.0,124
45:00.0,234
45:00.0,140
45:00.0,109
45:00.0,109
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,109
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,109
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,109
45:00.0,109
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,359
45:00.0,140
45:00.0,125
45:00.0,218
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,140
45:00.0,234
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,281
30:00.0,109
30:00.0,125
30:00.0,171
30:00.0,234
30:00.0,140
30:00.0,124
30:00.0,218
30:00.0,109
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,187
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,203
30:00.0,140
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,187
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,156
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,234
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,0
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,171
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,124
30:00.0,156
30:00.0,125
30:00.0,0
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,125
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,203
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,218
15:00.0,203
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,671
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,0
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,578
15:00.0,4437
15:00.0,6296
15:00.0,8015
15:00.0,10343
15:00.0,16015
15:00.0,171
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,70781
15:00.0,125
15:00.0,37656
15:00.0,16343
15:00.0,27109
15:00.0,29625
15:00.0,35781
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,47484
15:00.0,47796
15:00.0,56937
15:00.0,57734
15:00.0,58796
15:00.0,61765
15:00.0,66156
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,171
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,156
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,156
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,171
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,203
15:00.0,109
15:00.0,109
00:00.0,125
00:00.0,2765
00:00.0,3843
00:00.0,4906
00:00.0,5390
00:00.0,5921
00:00.0,6312
00:00.0,6640
00:00.0,6718
00:00.0,6843
00:00.0,203
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,124
00:00.0,9609
00:00.0,8984
00:00.0,10687
00:00.0,11687
00:00.0,12640
00:00.0,14156
00:00.0,14687
00:00.0,14937
00:00.0,18640
00:00.0,19375
00:00.0,21875
00:00.0,22000
00:00.0,22562
00:00.0,23547
00:00.0,156
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,187
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,140
00:00.0,109
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,171
00:00.0,171
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,140
00:00.0,734
00:00.0,484
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,171
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,93
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,187
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,171
00:00.0,109
00:00.0,93
00:00.0,250
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,187
00:00.0,140
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,125
00:00.0,93
00:00.0,171
00:00.0,124
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,171
00:00.0,171
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,140
00:00.0,172
00:00.0,124
00:00.0,109
00:00.0,93
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,250
00:00.0,93
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,187
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,187
00:00.0,281
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,234
00:00.0,250
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,109
00:00.0,203
00:00.0,93
00:00.0,109
00:00.0,140
00:00.0,718
00:00.0,2312
00:00.0,109
00:00.0,109
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,234
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,33437
45:00.0,125
45:00.0,32984
45:00.0,32000
45:00.0,29593
45:00.0,26797
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,26531
45:00.0,156
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,23922
45:00.0,1093
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,19890
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,22312
45:00.0,18062
45:00.0,16140
45:00.0,13406
45:00.0,12453
45:00.0,12250
45:00.0,11984
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,9109
45:00.0,7390
45:00.0,6437
45:00.0,5062
45:00.0,4375
45:00.0,2390
45:00.0,156
45:00.0,265
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,3156
45:00.0,1281
45:00.0,70828
45:00.0,69844
45:00.0,69562
45:00.0,67641
45:00.0,66391
45:00.0,65469
45:00.0,65062
45:00.0,64937
45:00.0,64328
45:00.0,63672
45:00.0,62859
45:00.0,61219
45:00.0,60250
45:00.0,58890
45:00.0,58375
45:00.0,58000
45:00.0,57406
45:00.0,57297
45:00.0,56875
45:00.0,56344
45:00.0,56047
45:00.0,55125
45:00.0,125
45:00.0,52594
45:00.0,52000
45:00.0,50562
45:00.0,156
45:00.0,34906
45:00.0,27422
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,25328
45:00.0,24578
45:00.0,23922
45:00.0,22797
45:00.0,22203
45:00.0,19859
45:00.0,14312
45:00.0,12422
45:00.0,10406
45:00.0,2390
45:00.0,1281
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,296
45:00.0,39297
45:00.0,39156
45:00.0,39390
45:00.0,39718
45:00.0,41875
45:00.0,43422
45:00.0,44437
45:00.0,46047
45:00.0,47234
45:00.0,47422
45:00.0,47500
45:00.0,47859
45:00.0,125
45:00.0,48578
45:00.0,48718
45:00.0,49578
45:00.0,39468
45:00.0,50437
45:00.0,51734
45:00.0,51781
45:00.0,52078
45:00.0,52468
45:00.0,52547
45:00.0,54515
45:00.0,250
45:00.0,57000
45:00.0,57031
45:00.0,58875
45:00.0,58984
45:00.0,59250
45:00.0,60234
45:00.0,60656
45:00.0,124
45:00.0,60781
45:00.0,59156
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,109
45:00.0,156
45:00.0,156
45:00.0,171
45:00.0,124
45:00.0,39140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,38062
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,312
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,37609
45:00.0,36375
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,51281
30:00.0,124
30:00.0,125
30:00.0,156
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,156
30:00.0,10796
30:00.0,10343
30:00.0,9406
30:00.0,37187
30:00.0,38015
30:00.0,38265
30:00.0,38890
30:00.0,38937
30:00.0,45687
30:00.0,46734
30:00.0,7984
30:00.0,7593
30:00.0,7000
30:00.0,6296
30:00.0,4687
30:00.0,3609
30:00.0,3187
30:00.0,2265
30:00.0,1468
30:00.0,1000
30:00.0,531
30:00.0,156
30:00.0,140
30:00.0,125
30:00.0,156
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,171
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,15
30:00.0,156
30:00.0,140
30:00.0,296
30:00.0,187
30:00.0,156
30:00.0,156
30:00.0,156
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,140
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,156
30:00.0,140
30:00.0,0
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,3187
30:00.0,140
30:00.0,55297
30:00.0,124
30:00.0,49844
30:00.0,49109
30:00.0,48375
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,55797
30:00.0,69875
30:00.0,76109
30:00.0,86016
30:00.0,94250
30:00.0,103391
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,140
30:00.0,218
30:00.0,312
30:00.0,140
30:00.0,218
30:00.0,102172
30:00.0,109188
30:00.0,110625
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,203
30:00.0,156
30:00.0,140
30:00.0,156
30:00.0,116203
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,234
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,92844
30:00.0,91406
30:00.0,86672
30:00.0,85328
30:00.0,83687
30:00.0,64640
30:00.0,59328
30:00.0,57172
30:00.0,51328
30:00.0,44156
30:00.0,38390
30:00.0,36062
30:00.0,30984
30:00.0,30250
30:00.0,28078
30:00.0,156
30:00.0,5703
30:00.0,9218
30:00.0,12609
30:00.0,18109
30:00.0,18734
30:00.0,19015
30:00.0,22640
30:00.0,26531
30:00.0,28906
30:00.0,29640
30:00.0,36187
30:00.0,36000
30:00.0,36375
30:00.0,156
30:00.0,26172
30:00.0,25656
30:00.0,25328
30:00.0,21547
30:00.0,18515
30:00.0,19218
30:00.0,17359
30:00.0,13156
30:00.0,12843
30:00.0,140
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,156
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,515
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,281
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,156
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,218
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,156
15:00.0,156
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,156
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,296
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,671
15:00.0,125
15:00.0,109
15:00.0,109
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,203
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,203
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,140
00:00.0,218
00:00.0,125
00:00.0,125
00:00.0,296
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,15
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,187
00:00.0,203
00:00.0,218
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,156
00:00.0,124
00:00.0,125
00:00.0,250
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,203
00:00.0,156
00:00.0,265
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,187
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,79078
00:00.0,78672
00:00.0,78031
00:00.0,77125
00:00.0,76093
00:00.0,76906
00:00.0,74922
00:00.0,71875
00:00.0,69953
00:00.0,68921
00:00.0,67546
00:00.0,62218
00:00.0,65109
00:00.0,61203
00:00.0,59843
00:00.0,59312
00:00.0,58078
00:00.0,55406
00:00.0,54640
00:00.0,54312
00:00.0,51281
00:00.0,45671
00:00.0,44203
00:00.0,40750
00:00.0,37703
00:00.0,37640
00:00.0,36375
00:00.0,35109
00:00.0,32984
00:00.0,26422
00:00.0,26250
00:00.0,24265
00:00.0,19953
00:00.0,124
00:00.0,13734
00:00.0,13640
00:00.0,12546
00:00.0,13453
00:00.0,7281
00:00.0,6593
00:00.0,5421
00:00.0,2671
00:00.0,2578
00:00.0,156
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,17953
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,296
00:00.0,203
00:00.0,218
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,234
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,156
00:00.0,125
00:00.0,124
00:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,148985
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,171
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,16828
45:00.0,60015
45:00.0,69781
45:00.0,76531
45:00.0,77750
45:00.0,80359
45:00.0,80640
45:00.0,85281
45:00.0,88172
45:00.0,88641
45:00.0,89719
45:00.0,94250
45:00.0,94437
45:00.0,100500
45:00.0,96328
45:00.0,101250
45:00.0,101844
45:00.0,102062
45:00.0,103500
45:00.0,104594
45:00.0,105359
45:00.0,105656
45:00.0,124
45:00.0,107687
45:00.0,108719
45:00.0,156
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,37547
45:00.0,42609
45:00.0,41469
45:00.0,115562
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,115734
45:00.0,116078
45:00.0,119359
45:00.0,122094
45:00.0,128703
45:00.0,126141
45:00.0,128984
45:00.0,129250
45:00.0,129391
45:00.0,129531
45:00.0,130000
45:00.0,131000
45:00.0,131828
45:00.0,132828
45:00.0,134234
45:00.0,134406
45:00.0,134563
45:00.0,135000
45:00.0,135063
45:00.0,136297
45:00.0,136547
45:00.0,136688
45:00.0,136891
45:00.0,137469
45:00.0,138234
45:00.0,138422
45:00.0,138453
45:00.0,138906
45:00.0,138734
45:00.0,138922
45:00.0,139047
45:00.0,141688
