region,PreciseTimeStamp,e2EDurationInMilliseconds,num_starts_per_region
westcentralus,44152.75,125,261
westcentralus,44152.75,140,210
westcentralus,44152.75,156,50
westcentralus,44152.75,124,284
westcentralus,44152.70833,109,24
westcentralus,44152.70833,0,14
westcentralus,44152.70833,171,37
westcentralus,44152.70833,203,16
westcentralus,44152.70833,187,27
westcentralus,44152.70833,156,115
westcentralus,44152.70833,125,159
westcentralus,44152.70833,140,375
westcentralus,44152.70833,124,178
westcentralus,44152.66667,187,25
westcentralus,44152.66667,0,16
westcentralus,44152.66667,218,14
westcentralus,44152.66667,140,295
westcentralus,44152.66667,171,28
westcentralus,44152.66667,125,82
westcentralus,44152.66667,203,14
westcentralus,44152.66667,109,204
westcentralus,44152.66667,93,100
westcentralus,44152.66667,124,100
westcentralus,44152.66667,156,60
westcentralus,44152.625,140,243
westcentralus,44152.625,109,90
westcentralus,44152.625,203,11
westcentralus,44152.625,124,136
westcentralus,44152.625,156,102
westcentralus,44152.625,125,142
westcentralus,44152.625,171,31
westcentralus,44152.58333,124,149
westcentralus,44152.58333,187,12
westcentralus,44152.58333,203,11
westcentralus,44152.58333,140,251
westcentralus,44152.58333,125,180
westcentralus,44152.58333,156,70
westcentralus,44152.58333,171,14
westcentralus,44152.58333,109,68
westcentralus,44152.54167,171,19
westcentralus,44152.54167,156,26
westcentralus,44152.54167,124,123
westcentralus,44152.54167,109,139
westcentralus,44152.54167,93,28
westcentralus,44152.54167,125,102
westcentralus,44152.54167,140,181
westcentralus,44152.5,125,126
westcentralus,44152.5,156,42
westcentralus,44152.5,140,226
westcentralus,44152.5,124,127
westcentralus,44152.5,109,83
westcentralus,44152.45833,125,139
westcentralus,44152.45833,109,141
westcentralus,44152.45833,93,39
westcentralus,44152.45833,124,105
westcentralus,44152.45833,140,194
westcentralus,44152.45833,156,48
westcentralus,44152.41667,125,121
westcentralus,44152.41667,109,124
westcentralus,44152.41667,93,231
westcentralus,44152.41667,156,16
westcentralus,44152.41667,124,117
westcentralus,44152.41667,140,67
westcentralus,44152.41667,187,14
westcentralus,44152.41667,171,11
westcentralus,44152.41667,78,38
westcentralus,44152.375,109,192
westcentralus,44152.375,124,123
westcentralus,44152.375,171,22
westcentralus,44152.375,125,138
westcentralus,44152.375,156,57
westcentralus,44152.375,140,202
westcentralus,44152.375,187,20
westcentralus,44152.33333,93,15
westcentralus,44152.33333,124,116
westcentralus,44152.33333,109,197
westcentralus,44152.33333,140,144
westcentralus,44152.33333,156,30
westcentralus,44152.33333,171,11
westcentralus,44152.33333,125,148
westcentralus,44152.29167,187,11
westcentralus,44152.29167,125,162
westcentralus,44152.29167,124,188
westcentralus,44152.29167,140,99
westcentralus,44152.29167,171,13
westcentralus,44152.29167,109,224
westcentralus,44152.29167,156,21
westcentralus,44152.29167,93,15
westcentralus,44152.25,218,11
westcentralus,44152.25,109,120
westcentralus,44152.25,187,14
westcentralus,44152.25,124,185
westcentralus,44152.25,125,161
westcentralus,44152.25,140,130
westcentralus,44152.25,171,14
westcentralus,44152.25,203,11
westcentralus,44152.25,156,24
westcentralus,44152.20833,124,148
westcentralus,44152.20833,0,11
westcentralus,44152.20833,203,20
westcentralus,44152.20833,125,152
westcentralus,44152.20833,171,16
westcentralus,44152.20833,156,45
westcentralus,44152.20833,218,13
westcentralus,44152.20833,109,182
westcentralus,44152.20833,140,221
westcentralus,44152.20833,187,11
westcentralus,44152.16667,124,199
westcentralus,44152.16667,109,84
westcentralus,44152.16667,171,20
westcentralus,44152.16667,156,35
westcentralus,44152.16667,93,56
westcentralus,44152.16667,187,13
westcentralus,44152.16667,140,194
westcentralus,44152.16667,125,162
westcentralus,44152.125,109,157
westcentralus,44152.125,140,201
westcentralus,44152.125,187,17
westcentralus,44152.125,156,59
westcentralus,44152.125,125,205
westcentralus,44152.125,124,230
westcentralus,44152.08333,109,46
westcentralus,44152.08333,124,141
westcentralus,44152.08333,203,11
westcentralus,44152.08333,140,353
westcentralus,44152.08333,156,80
westcentralus,44152.08333,187,16
westcentralus,44152.08333,125,147
westcentralus,44152.08333,171,26
westcentralus,44152.04167,265,11
westcentralus,44152.04167,140,355
westcentralus,44152.04167,156,167
westcentralus,44152.04167,124,116
westcentralus,44152.04167,125,115
westcentralus,44152.04167,109,34
westcentralus,44152.04167,171,27
westcentralus,44152,156,19
westcentralus,44152,125,200
westcentralus,44152,109,229
westcentralus,44152,140,142
westcentralus,44152,124,181
westcentralus,44152,171,13
westcentralus,44151.95833,171,38
westcentralus,44151.95833,156,53
westcentralus,44151.95833,109,73
westcentralus,44151.95833,203,36
westcentralus,44151.95833,234,18
westcentralus,44151.95833,15,21
westcentralus,44151.95833,218,27
westcentralus,44151.95833,249,16
westcentralus,44151.95833,140,230
westcentralus,44151.95833,187,45
westcentralus,44151.95833,125,216
westcentralus,44151.95833,0,78
westcentralus,44151.95833,265,13
westcentralus,44151.95833,124,189
westcentralus,44151.91667,140,257
westcentralus,44151.91667,124,178
westcentralus,44151.91667,109,42
westcentralus,44151.91667,125,143
westcentralus,44151.91667,156,35
westcentralus,44151.875,109,342
westcentralus,44151.875,124,150
westcentralus,44151.875,125,154
westcentralus,44151.875,140,42
westcentralus,44151.83333,140,343
westcentralus,44151.83333,124,181
westcentralus,44151.83333,156,59
westcentralus,44151.83333,187,27
westcentralus,44151.83333,203,21
westcentralus,44151.83333,0,19
westcentralus,44151.83333,171,30
westcentralus,44151.83333,265,14
westcentralus,44151.83333,109,166
westcentralus,44151.83333,218,17
westcentralus,44151.83333,234,14
westcentralus,44151.83333,125,171
westcentralus,44151.79167,93,20
westcentralus,44151.79167,171,15
westcentralus,44151.79167,140,217
westcentralus,44151.79167,124,161
westcentralus,44151.79167,109,202
westcentralus,44151.79167,156,20
westcentralus,44151.79167,125,167
westcentralus,44151.75,156,41
westcentralus,44151.75,93,56
westcentralus,44151.75,140,175
westcentralus,44151.75,125,175
westcentralus,44151.75,124,192
westcentralus,44151.75,109,179
westcentralus,44151.70833,140,468
westcentralus,44151.70833,125,147
westcentralus,44151.70833,171,18
westcentralus,44151.70833,109,65
westcentralus,44151.70833,187,20
westcentralus,44151.70833,203,11
westcentralus,44151.70833,218,12
westcentralus,44151.70833,156,59
westcentralus,44151.70833,124,142
westcentralus,44151.70833,93,18
westcentralus,44151.66667,171,20
westcentralus,44151.66667,124,73
westcentralus,44151.66667,156,95
westcentralus,44151.66667,140,349
westcentralus,44151.66667,109,128
westcentralus,44151.66667,125,73
westcentralus,44151.625,156,21
westcentralus,44151.625,109,279
westcentralus,44151.625,187,15
westcentralus,44151.625,93,55
westcentralus,44151.625,125,184
westcentralus,44151.625,140,83
westcentralus,44151.625,171,16
westcentralus,44151.625,124,157
westcentralus,44151.58333,203,11
westcentralus,44151.58333,125,171
westcentralus,44151.58333,140,278
westcentralus,44151.58333,218,13
westcentralus,44151.58333,171,29
westcentralus,44151.58333,124,141
westcentralus,44151.58333,156,62
westcentralus,44151.58333,187,12
westcentralus,44151.54167,156,22
westcentralus,44151.54167,109,87
westcentralus,44151.54167,125,210
westcentralus,44151.54167,140,164
westcentralus,44151.54167,124,225
westcentralus,44151.5,124,246
westcentralus,44151.5,109,88
westcentralus,44151.5,171,15
westcentralus,44151.5,125,214
westcentralus,44151.5,140,193
westcentralus,44151.5,156,37
westcentralus,44151.45833,156,45
westcentralus,44151.45833,140,339
westcentralus,44151.45833,171,16
westcentralus,44151.45833,124,133
westcentralus,44151.45833,125,160
westcentralus,44151.45833,109,97
westcentralus,44151.41667,125,92
westcentralus,44151.41667,171,23
westcentralus,44151.41667,187,14
westcentralus,44151.41667,140,267
westcentralus,44151.41667,109,125
westcentralus,44151.41667,124,113
westcentralus,44151.41667,93,22
westcentralus,44151.41667,78,20
westcentralus,44151.41667,156,80
westcentralus,44151.375,187,13
westcentralus,44151.375,93,11
westcentralus,44151.375,140,234
westcentralus,44151.375,109,222
westcentralus,44151.375,124,147
westcentralus,44151.375,156,38
westcentralus,44151.375,125,147
westcentralus,44151.33333,124,252
westcentralus,44151.33333,156,43
westcentralus,44151.33333,125,213
westcentralus,44151.33333,140,187
westcentralus,44151.33333,171,18
westcentralus,44151.33333,109,165
westcentralus,44151.29167,93,52
westcentralus,44151.29167,78,56
westcentralus,44151.29167,156,20
westcentralus,44151.29167,140,146
westcentralus,44151.29167,125,136
westcentralus,44151.29167,124,133
westcentralus,44151.29167,109,181
westcentralus,44151.25,156,61
westcentralus,44151.25,171,20
westcentralus,44151.25,140,256
westcentralus,44151.25,124,130
westcentralus,44151.25,125,146
westcentralus,44151.25,109,113
westcentralus,44151.20833,187,11
westcentralus,44151.20833,125,208
westcentralus,44151.20833,109,236
westcentralus,44151.20833,156,31
westcentralus,44151.20833,140,155
westcentralus,44151.20833,124,191
westcentralus,44151.16667,124,203
westcentralus,44151.16667,171,18
westcentralus,44151.16667,156,21
westcentralus,44151.16667,109,98
westcentralus,44151.16667,125,233
westcentralus,44151.16667,140,232
westcentralus,44151.125,171,15
westcentralus,44151.125,125,203
westcentralus,44151.125,124,199
westcentralus,44151.125,140,167
westcentralus,44151.125,109,135
westcentralus,44151.125,156,16
westcentralus,44151.08333,109,158
westcentralus,44151.08333,156,75
westcentralus,44151.08333,171,16
westcentralus,44151.08333,140,328
westcentralus,44151.08333,218,11
westcentralus,44151.08333,124,56
westcentralus,44151.08333,93,12
westcentralus,44151.08333,125,74
westcentralus,44151.04167,0,11
westcentralus,44151.04167,125,159
westcentralus,44151.04167,93,34
westcentralus,44151.04167,171,11
westcentralus,44151.04167,109,289
westcentralus,44151.04167,124,128
westcentralus,44151.04167,140,119
westcentralus,44151.04167,156,24
westcentralus,44151,109,17
westcentralus,44151,125,229
westcentralus,44151,156,24
westcentralus,44151,140,210
westcentralus,44151,171,16
westcentralus,44151,124,208
westcentralus,44150.95833,109,96
westcentralus,44150.95833,156,34
westcentralus,44150.95833,140,202
westcentralus,44150.95833,124,211
westcentralus,44150.95833,171,12
westcentralus,44150.95833,125,226
westcentralus,44150.91667,109,169
westcentralus,44150.91667,93,62
westcentralus,44150.91667,124,182
westcentralus,44150.91667,140,149
westcentralus,44150.91667,125,175
westcentralus,44150.875,140,113
westcentralus,44150.875,124,177
westcentralus,44150.875,109,179
westcentralus,44150.875,125,167
westcentralus,44150.875,156,17
westcentralus,44150.83333,218,11
westcentralus,44150.83333,140,229
westcentralus,44150.83333,109,102
westcentralus,44150.83333,124,166
westcentralus,44150.83333,156,47
westcentralus,44150.83333,171,21
westcentralus,44150.83333,125,205
westcentralus,44150.79167,124,201
westcentralus,44150.79167,109,235
westcentralus,44150.79167,171,12
westcentralus,44150.79167,140,79
westcentralus,44150.79167,125,182
westcentralus,44150.79167,156,21
westcentralus,44150.75,140,136
westcentralus,44150.75,203,11
westcentralus,44150.75,171,32
westcentralus,44150.75,125,232
westcentralus,44150.75,109,225
westcentralus,44150.75,156,34
westcentralus,44150.75,124,188
westcentralus,44150.70833,78,22
westcentralus,44150.70833,93,24
westcentralus,44150.70833,187,21
westcentralus,44150.70833,124,172
westcentralus,44150.70833,156,34
westcentralus,44150.70833,171,26
westcentralus,44150.70833,125,161
westcentralus,44150.70833,140,282
westcentralus,44150.70833,109,103
westcentralus,44150.66667,109,212
westcentralus,44150.66667,125,162
westcentralus,44150.66667,140,275
westcentralus,44150.66667,124,154
westcentralus,44150.66667,171,14
westcentralus,44150.66667,156,51
westcentralus,44150.66667,187,12
westcentralus,44150.625,171,22
westcentralus,44150.625,109,362
westcentralus,44150.625,140,97
westcentralus,44150.625,124,146
westcentralus,44150.625,125,125
westcentralus,44150.625,156,64
westcentralus,44150.58333,124,142
westcentralus,44150.58333,156,69
westcentralus,44150.58333,109,94
westcentralus,44150.58333,218,11
westcentralus,44150.58333,140,194
westcentralus,44150.58333,125,135
westcentralus,44150.58333,171,18
westcentralus,44150.58333,187,25
westcentralus,44150.58333,203,11
westcentralus,44150.54167,140,227
westcentralus,44150.54167,171,20
westcentralus,44150.54167,187,17
westcentralus,44150.54167,156,46
westcentralus,44150.54167,124,193
westcentralus,44150.54167,203,14
westcentralus,44150.54167,109,57
westcentralus,44150.54167,125,194
westcentralus,44150.5,171,13
westcentralus,44150.5,156,43
westcentralus,44150.5,125,173
westcentralus,44150.5,109,163
westcentralus,44150.5,124,170
westcentralus,44150.5,140,164
westcentralus,44150.45833,125,121
westcentralus,44150.45833,124,111
westcentralus,44150.45833,187,12
westcentralus,44150.45833,156,42
westcentralus,44150.45833,140,384
westcentralus,44150.45833,171,16
westcentralus,44150.45833,109,54
westcentralus,44150.41667,125,119
westcentralus,44150.41667,171,24
westcentralus,44150.41667,140,278
westcentralus,44150.41667,156,61
westcentralus,44150.41667,124,150
westcentralus,44150.41667,109,119
westcentralus,44150.375,156,27
westcentralus,44150.375,171,16
westcentralus,44150.375,124,192
westcentralus,44150.375,109,194
westcentralus,44150.375,125,167
westcentralus,44150.375,203,11
westcentralus,44150.375,140,100
westcentralus,44150.33333,124,229
westcentralus,44150.33333,109,87
westcentralus,44150.33333,140,105
westcentralus,44150.33333,156,17
westcentralus,44150.33333,125,231
westcentralus,44150.29167,125,111
westcentralus,44150.29167,203,13
westcentralus,44150.29167,109,186
westcentralus,44150.29167,156,33
westcentralus,44150.29167,140,216
westcentralus,44150.29167,187,19
westcentralus,44150.29167,124,137
westcentralus,44150.29167,171,26
westcentralus,44150.29167,93,16
westcentralus,44150.25,125,125
westcentralus,44150.25,109,106
westcentralus,44150.25,171,18
westcentralus,44150.25,218,12
westcentralus,44150.25,187,15
westcentralus,44150.25,124,130
westcentralus,44150.25,140,362
westcentralus,44150.25,156,44
westcentralus,44150.20833,109,200
westcentralus,44150.20833,93,20
westcentralus,44150.20833,124,202
westcentralus,44150.20833,140,111
westcentralus,44150.20833,125,178
westcentralus,44150.20833,156,24
westcentralus,44150.16667,125,164
westcentralus,44150.16667,109,61
westcentralus,44150.16667,140,194
westcentralus,44150.16667,156,40
westcentralus,44150.16667,203,23
westcentralus,44150.16667,124,167
westcentralus,44150.16667,171,32
westcentralus,44150.16667,187,60
westcentralus,44150.16667,234,11
westcentralus,44150.16667,218,11
westcentralus,44150.125,109,22
westcentralus,44150.125,234,17
westcentralus,44150.125,265,13
westcentralus,44150.125,171,112
westcentralus,44150.125,125,97
westcentralus,44150.125,187,60
westcentralus,44150.125,203,25
westcentralus,44150.125,124,118
westcentralus,44150.125,156,149
westcentralus,44150.125,140,249
westcentralus,44150.08333,140,187
westcentralus,44150.08333,156,67
westcentralus,44150.08333,124,156
westcentralus,44150.08333,125,144
westcentralus,44150.08333,171,19
westcentralus,44150.08333,109,251
westcentralus,44150.08333,187,13
westcentralus,44150.04167,140,63
westcentralus,44150.04167,187,12
westcentralus,44150.04167,109,159
westcentralus,44150.04167,125,179
westcentralus,44150.04167,124,160
westcentralus,44150.04167,156,24
westcentralus,44150.04167,171,12
westcentralus,44150,187,14
westcentralus,44150,109,162
westcentralus,44150,124,177
westcentralus,44150,171,22
westcentralus,44150,156,37
westcentralus,44150,140,178
westcentralus,44150,203,17
westcentralus,44150,125,206
westcentralus,44149.95833,171,17
westcentralus,44149.95833,156,15
westcentralus,44149.95833,124,153
westcentralus,44149.95833,140,139
westcentralus,44149.95833,109,265
westcentralus,44149.95833,0,18
westcentralus,44149.95833,125,178
westcentralus,44149.95833,203,17
westcentralus,44149.91667,124,168
westcentralus,44149.91667,125,146
westcentralus,44149.91667,187,11
westcentralus,44149.91667,156,19
westcentralus,44149.91667,109,393
westcentralus,44149.91667,93,44
westcentralus,44149.91667,140,27
westcentralus,44149.875,187,16
westcentralus,44149.875,109,213
westcentralus,44149.875,140,97
westcentralus,44149.875,125,178
westcentralus,44149.875,0,14
westcentralus,44149.875,171,21
westcentralus,44149.875,156,29
westcentralus,44149.875,124,168
westcentralus,44149.875,218,15
westcentralus,44149.83333,187,12
westcentralus,44149.83333,124,175
westcentralus,44149.83333,171,21
westcentralus,44149.83333,125,214
westcentralus,44149.83333,156,70
westcentralus,44149.83333,140,175
westcentralus,44149.83333,109,88
westcentralus,44149.79167,203,14
westcentralus,44149.79167,124,165
westcentralus,44149.79167,0,24
westcentralus,44149.79167,140,222
westcentralus,44149.79167,125,136
westcentralus,44149.79167,156,65
westcentralus,44149.79167,234,15
westcentralus,44149.79167,109,185
westcentralus,44149.79167,171,21
westcentralus,44149.79167,187,15
westcentralus,44149.75,140,357
westcentralus,44149.75,124,133
westcentralus,44149.75,109,98
westcentralus,44149.75,156,99
westcentralus,44149.75,171,46
westcentralus,44149.75,187,16
westcentralus,44149.75,125,154
westcentralus,44149.70833,140,215
westcentralus,44149.70833,124,117
westcentralus,44149.70833,171,41
westcentralus,44149.70833,156,221
westcentralus,44149.70833,109,151
westcentralus,44149.70833,125,108
westcentralus,44149.66667,156,40
westcentralus,44149.66667,140,259
westcentralus,44149.66667,125,232
westcentralus,44149.66667,187,15
westcentralus,44149.66667,124,249
westcentralus,44149.66667,109,71
westcentralus,44149.66667,171,17
westcentralus,44149.625,125,181
westcentralus,44149.625,124,178
westcentralus,44149.625,140,312
westcentralus,44149.625,109,59
westcentralus,44149.625,156,53
westcentralus,44149.625,187,14
westcentralus,44149.58333,171,128
westcentralus,44149.58333,187,41
westcentralus,44149.58333,124,128
westcentralus,44149.58333,156,111
westcentralus,44149.58333,93,12
westcentralus,44149.58333,203,20
westcentralus,44149.58333,140,167
westcentralus,44149.58333,109,75
westcentralus,44149.58333,125,89
westcentralus,44149.54167,125,193
westcentralus,44149.54167,187,11
westcentralus,44149.54167,203,11
westcentralus,44149.54167,171,16
westcentralus,44149.54167,109,37
westcentralus,44149.54167,156,58
westcentralus,44149.54167,124,194
westcentralus,44149.54167,140,280
westcentralus,44149.5,171,38
westcentralus,44149.5,156,151
westcentralus,44149.5,187,24
westcentralus,44149.5,140,274
westcentralus,44149.5,234,15
westcentralus,44149.5,125,156
westcentralus,44149.5,124,146
westcentralus,44149.45833,109,240
westcentralus,44149.45833,156,25
westcentralus,44149.45833,140,84
westcentralus,44149.45833,124,209
westcentralus,44149.45833,171,11
westcentralus,44149.45833,125,219
westcentralus,44149.41667,171,33
westcentralus,44149.41667,156,97
westcentralus,44149.41667,140,353
westcentralus,44149.41667,203,16
westcentralus,44149.41667,125,137
westcentralus,44149.41667,109,40
westcentralus,44149.41667,124,108
westcentralus,44149.41667,218,11
westcentralus,44149.375,140,236
westcentralus,44149.375,125,134
westcentralus,44149.375,109,114
westcentralus,44149.375,124,188
westcentralus,44149.375,171,21
westcentralus,44149.375,156,75
westcentralus,44149.375,187,18
westcentralus,44149.33333,125,165
westcentralus,44149.33333,109,282
westcentralus,44149.33333,124,176
westcentralus,44149.33333,156,27
westcentralus,44149.33333,140,134
westcentralus,44149.29167,156,44
westcentralus,44149.29167,109,97
westcentralus,44149.29167,140,213
westcentralus,44149.29167,171,43
westcentralus,44149.29167,187,15
westcentralus,44149.29167,125,101
westcentralus,44149.29167,124,112
westcentralus,44149.25,187,19
westcentralus,44149.25,124,110
westcentralus,44149.25,140,218
westcentralus,44149.25,109,41
westcentralus,44149.25,156,183
westcentralus,44149.25,125,116
westcentralus,44149.25,171,91
westcentralus,44149.20833,171,43
westcentralus,44149.20833,109,77
westcentralus,44149.20833,203,15
westcentralus,44149.20833,140,195
westcentralus,44149.20833,187,27
westcentralus,44149.20833,125,82
westcentralus,44149.20833,156,172
westcentralus,44149.20833,124,78
westcentralus,44149.16667,124,72
westcentralus,44149.16667,140,79
westcentralus,44149.16667,109,109
westcentralus,44149.16667,156,35
westcentralus,44149.16667,187,11
westcentralus,44149.16667,125,72
westcentralus,44149.16667,171,13
westcentralus,44149.125,125,210
westcentralus,44149.125,109,153
westcentralus,44149.125,156,36
westcentralus,44149.125,124,184
westcentralus,44149.125,171,25
westcentralus,44149.125,140,169
westcentralus,44149.08333,156,21
westcentralus,44149.08333,124,99
westcentralus,44149.08333,140,58
westcentralus,44149.08333,93,34
westcentralus,44149.08333,125,95
westcentralus,44149.08333,109,321
westcentralus,44149.04167,171,18
westcentralus,44149.04167,156,28
westcentralus,44149.04167,140,324
westcentralus,44149.04167,187,15
westcentralus,44149.04167,124,156
westcentralus,44149.04167,109,84
westcentralus,44149.04167,125,141
westcentralus,44149,109,126
westcentralus,44149,156,53
westcentralus,44149,125,86
westcentralus,44149,171,18
westcentralus,44149,124,75
westcentralus,44149,140,316
westcentralus,44149,93,43
westcentralus,44148.95833,171,18
westcentralus,44148.95833,125,111
westcentralus,44148.95833,109,328
westcentralus,44148.95833,93,91
westcentralus,44148.95833,140,113
westcentralus,44148.95833,124,111
westcentralus,44148.95833,156,25
westcentralus,44148.95833,203,11
westcentralus,44148.91667,203,12
westcentralus,44148.91667,124,160
westcentralus,44148.91667,125,162
westcentralus,44148.91667,156,44
westcentralus,44148.91667,140,207
westcentralus,44148.91667,187,17
westcentralus,44148.91667,171,22
westcentralus,44148.91667,109,26
westcentralus,44148.875,124,145
westcentralus,44148.875,171,25
westcentralus,44148.875,156,25
westcentralus,44148.875,140,105
westcentralus,44148.875,109,135
westcentralus,44148.875,187,11
westcentralus,44148.875,93,12
westcentralus,44148.875,125,147
westcentralus,44148.83333,156,31
westcentralus,44148.83333,124,94
westcentralus,44148.83333,109,120
westcentralus,44148.83333,125,98
westcentralus,44148.83333,140,77
westcentralus,44148.83333,203,12
westcentralus,44148.83333,218,11
westcentralus,44148.83333,171,15
westcentralus,44148.83333,93,27
westcentralus,44148.79167,203,15
westcentralus,44148.79167,187,13
westcentralus,44148.79167,0,13
westcentralus,44148.79167,140,294
westcentralus,44148.79167,156,55
westcentralus,44148.79167,125,80
westcentralus,44148.79167,171,20
westcentralus,44148.79167,109,140
westcentralus,44148.79167,124,91
westcentralus,44148.79167,218,12
westcentralus,44148.75,156,60
westcentralus,44148.75,171,19
westcentralus,44148.75,140,141
westcentralus,44148.75,93,82
westcentralus,44148.75,125,63
westcentralus,44148.75,0,26
westcentralus,44148.75,109,138
westcentralus,44148.75,124,64
westcentralus,44148.70833,93,18
westcentralus,44148.70833,78,12
westcentralus,44148.70833,156,38
westcentralus,44148.70833,109,19
westcentralus,44148.70833,140,46
westcentralus,44148.70833,124,12
westcentralus,44148.70833,0,92
ukwest,44154.70833,109,21
ukwest,44154.70833,140,153
ukwest,44154.70833,187,12
ukwest,44154.70833,156,17
ukwest,44154.70833,171,11
ukwest,44154.70833,125,79
ukwest,44154.70833,124,65
ukwest,44154.66667,140,276
ukwest,44154.66667,124,204
ukwest,44154.66667,125,230
ukwest,44154.66667,187,11
ukwest,44154.66667,156,83
ukwest,44154.66667,203,12
ukwest,44154.66667,171,16
ukwest,44154.66667,109,180
ukwest,44154.625,125,205
ukwest,44154.625,124,137
ukwest,44154.625,140,373
ukwest,44154.625,109,157
ukwest,44154.625,156,78
ukwest,44154.625,187,12
ukwest,44154.625,171,24
ukwest,44154.58333,171,17
ukwest,44154.58333,109,225
ukwest,44154.58333,156,28
ukwest,44154.58333,140,228
ukwest,44154.58333,125,244
ukwest,44154.58333,124,184
ukwest,44154.54167,109,105
ukwest,44154.54167,124,281
ukwest,44154.54167,171,20
ukwest,44154.54167,140,226
ukwest,44154.54167,187,16
ukwest,44154.54167,156,51
ukwest,44154.54167,125,343
ukwest,44154.5,171,13
ukwest,44154.5,109,164
ukwest,44154.5,125,297
ukwest,44154.5,156,27
ukwest,44154.5,124,250
ukwest,44154.5,140,134
ukwest,44154.45833,187,11
ukwest,44154.45833,156,62
ukwest,44154.45833,93,11
ukwest,44154.45833,0,12
ukwest,44154.45833,203,11
ukwest,44154.45833,218,12
ukwest,44154.45833,109,150
ukwest,44154.45833,171,28
ukwest,44154.45833,125,186
ukwest,44154.45833,124,195
ukwest,44154.45833,140,398
ukwest,44154.41667,109,82
ukwest,44154.41667,171,18
ukwest,44154.41667,140,443
ukwest,44154.41667,187,23
ukwest,44154.41667,156,49
ukwest,44154.41667,125,270
ukwest,44154.41667,124,183
ukwest,44154.375,109,352
ukwest,44154.375,124,120
ukwest,44154.375,171,12
ukwest,44154.375,156,12
ukwest,44154.375,0,11
ukwest,44154.375,93,66
ukwest,44154.375,140,72
ukwest,44154.375,125,136
ukwest,44154.33333,203,14
ukwest,44154.33333,156,15
ukwest,44154.33333,187,15
ukwest,44154.33333,171,12
ukwest,44154.33333,0,22
ukwest,44154.33333,109,168
ukwest,44154.33333,124,210
ukwest,44154.33333,140,117
ukwest,44154.33333,125,286
ukwest,44154.29167,124,170
ukwest,44154.29167,171,14
ukwest,44154.29167,187,11
ukwest,44154.29167,140,297
ukwest,44154.29167,109,174
ukwest,44154.29167,125,212
ukwest,44154.29167,0,18
ukwest,44154.29167,93,13
ukwest,44154.29167,156,53
ukwest,44154.25,109,140
ukwest,44154.25,187,13
ukwest,44154.25,124,261
ukwest,44154.25,218,11
ukwest,44154.25,125,285
ukwest,44154.25,156,38
ukwest,44154.25,93,35
ukwest,44154.25,140,229
ukwest,44154.20833,109,205
ukwest,44154.20833,125,200
ukwest,44154.20833,0,22
ukwest,44154.20833,140,297
ukwest,44154.20833,124,175
ukwest,44154.20833,156,53
ukwest,44154.20833,187,18
ukwest,44154.20833,171,22
ukwest,44154.20833,234,12
ukwest,44154.20833,203,13
ukwest,44154.16667,0,12
ukwest,44154.16667,124,171
ukwest,44154.16667,125,190
ukwest,44154.16667,109,402
ukwest,44154.16667,140,60
ukwest,44154.16667,171,15
ukwest,44154.16667,156,22
ukwest,44154.16667,203,13
ukwest,44154.125,140,343
ukwest,44154.125,218,13
ukwest,44154.125,187,21
ukwest,44154.125,156,75
ukwest,44154.125,171,40
ukwest,44154.125,203,13
ukwest,44154.125,125,267
ukwest,44154.125,109,182
ukwest,44154.125,0,19
ukwest,44154.125,124,188
ukwest,44154.08333,187,15
ukwest,44154.08333,109,282
ukwest,44154.08333,125,246
ukwest,44154.08333,156,52
ukwest,44154.08333,140,269
ukwest,44154.08333,124,178
ukwest,44154.08333,203,13
ukwest,44154.04167,109,212
ukwest,44154.04167,124,125
ukwest,44154.04167,171,13
ukwest,44154.04167,187,11
ukwest,44154.04167,125,161
ukwest,44154.04167,156,44
ukwest,44154.04167,140,403
ukwest,44154,156,107
ukwest,44154,187,16
ukwest,44154,93,31
ukwest,44154,124,153
ukwest,44154,125,227
ukwest,44154,171,29
ukwest,44154,140,322
ukwest,44154,109,150
ukwest,44153.95833,124,146
ukwest,44153.95833,125,175
ukwest,44153.95833,109,364
ukwest,44153.95833,140,110
ukwest,44153.95833,156,30
ukwest,44153.95833,93,70
ukwest,44153.95833,171,23
ukwest,44153.91667,109,275
ukwest,44153.91667,140,131
ukwest,44153.91667,124,199
ukwest,44153.91667,171,15
ukwest,44153.91667,156,28
ukwest,44153.91667,0,13
ukwest,44153.91667,125,303
ukwest,44153.875,124,281
ukwest,44153.875,140,102
ukwest,44153.875,0,13
ukwest,44153.875,156,14
ukwest,44153.875,109,246
ukwest,44153.875,125,324
ukwest,44153.83333,140,113
ukwest,44153.83333,171,18
ukwest,44153.83333,187,16
ukwest,44153.83333,125,268
ukwest,44153.83333,124,205
ukwest,44153.83333,156,19
ukwest,44153.83333,109,222
ukwest,44153.79167,140,154
ukwest,44153.79167,109,74
ukwest,44153.79167,125,312
ukwest,44153.79167,124,238
ukwest,44153.79167,171,22
ukwest,44153.79167,156,16
ukwest,44153.75,171,16
ukwest,44153.75,125,244
ukwest,44153.75,140,107
ukwest,44153.75,156,19
ukwest,44153.75,124,207
ukwest,44153.75,109,293
ukwest,44153.70833,156,11
ukwest,44153.70833,140,64
ukwest,44153.70833,124,182
ukwest,44153.70833,125,223
ukwest,44153.70833,109,359
ukwest,44153.70833,171,12
ukwest,44153.66667,156,18
ukwest,44153.66667,171,14
ukwest,44153.66667,140,151
