region,PreciseTimeStamp,e2EDurationInMilliseconds,num_starts_per_region
westus2,44154.70833,109,21
westus2,44154.70833,125,64
westus2,44154.70833,140,37
westus2,44154.70833,124,50
westus2,44154.66667,93,35
westus2,44154.66667,140,215
westus2,44154.66667,124,121
westus2,44154.66667,125,102
westus2,44154.66667,156,22
westus2,44154.66667,78,93
westus2,44154.66667,109,53
westus2,44154.625,203,11
westus2,44154.625,93,20
westus2,44154.625,140,141
westus2,44154.625,171,19
westus2,44154.625,234,11
westus2,44154.625,125,175
westus2,44154.625,109,278
westus2,44154.625,124,164
westus2,44154.625,156,19
westus2,44154.58333,109,73
westus2,44154.58333,156,51
westus2,44154.58333,140,168
westus2,44154.58333,124,137
westus2,44154.58333,125,170
westus2,44154.54167,125,131
westus2,44154.54167,124,117
westus2,44154.54167,109,60
westus2,44154.54167,140,195
westus2,44154.54167,93,71
westus2,44154.54167,78,19
westus2,44154.5,109,91
westus2,44154.5,140,166
westus2,44154.5,125,183
westus2,44154.5,124,174
westus2,44154.5,156,95
westus2,44154.5,171,16
westus2,44154.45833,140,181
westus2,44154.45833,0,12
westus2,44154.45833,109,110
westus2,44154.45833,156,31
westus2,44154.45833,124,139
westus2,44154.45833,125,186
westus2,44154.41667,125,112
westus2,44154.41667,187,15
westus2,44154.41667,124,100
westus2,44154.41667,109,62
westus2,44154.41667,156,81
westus2,44154.41667,140,262
westus2,44154.41667,171,26
westus2,44154.41667,203,11
westus2,44154.41667,93,56
westus2,44154.41667,78,47
westus2,44154.375,140,14
westus2,44154.375,125,13
westus2,44154.375,156,12
westus2,44154.375,93,271
westus2,44154.375,78,161
westus2,44154.375,109,328
westus2,44154.375,0,11
westus2,44154.375,171,14
westus2,44154.33333,78,37
westus2,44154.33333,93,46
westus2,44154.33333,156,29
westus2,44154.33333,125,191
westus2,44154.33333,171,21
westus2,44154.33333,140,66
westus2,44154.33333,124,163
westus2,44154.33333,109,249
westus2,44154.29167,140,187
westus2,44154.29167,0,12
westus2,44154.29167,156,50
westus2,44154.29167,78,69
westus2,44154.29167,93,179
westus2,44154.29167,234,11
westus2,44154.29167,109,69
westus2,44154.29167,124,131
westus2,44154.29167,125,135
westus2,44154.25,0,12
westus2,44154.25,93,129
westus2,44154.25,125,135
westus2,44154.25,187,16
westus2,44154.25,124,125
westus2,44154.25,109,387
westus2,44154.25,156,34
westus2,44154.25,171,19
westus2,44154.25,78,20
westus2,44154.25,140,149
westus2,44154.20833,187,18
westus2,44154.20833,109,104
westus2,44154.20833,140,157
westus2,44154.20833,156,38
westus2,44154.20833,124,67
westus2,44154.20833,125,88
westus2,44154.20833,78,95
westus2,44154.20833,0,23
westus2,44154.20833,93,218
westus2,44154.20833,203,19
westus2,44154.16667,218,24
westus2,44154.16667,171,22
westus2,44154.16667,140,264
westus2,44154.16667,156,28
westus2,44154.16667,203,15
westus2,44154.16667,125,283
westus2,44154.16667,109,135
westus2,44154.16667,124,234
westus2,44154.16667,187,15
westus2,44154.125,109,86
westus2,44154.125,156,51
westus2,44154.125,124,106
westus2,44154.125,125,114
westus2,44154.125,140,255
westus2,44154.125,187,14
westus2,44154.125,0,11
westus2,44154.125,171,17
westus2,44154.08333,171,12
westus2,44154.08333,125,218
westus2,44154.08333,156,21
westus2,44154.08333,140,164
westus2,44154.08333,124,202
westus2,44154.08333,109,116
westus2,44154.04167,156,18
westus2,44154.04167,124,169
westus2,44154.04167,140,227
westus2,44154.04167,171,11
westus2,44154.04167,109,108
westus2,44154.04167,125,157
westus2,44154,124,201
westus2,44154,140,228
westus2,44154,109,65
westus2,44154,125,228
westus2,44154,171,15
westus2,44154,156,48
westus2,44153.95833,171,23
westus2,44153.95833,187,17
westus2,44153.95833,124,161
westus2,44153.95833,125,169
westus2,44153.95833,156,74
westus2,44153.95833,140,196
westus2,44153.95833,234,12
westus2,44153.95833,0,13
westus2,44153.95833,93,64
westus2,44153.95833,109,90
westus2,44153.91667,124,116
westus2,44153.91667,109,107
westus2,44153.91667,234,14
westus2,44153.91667,0,14
westus2,44153.91667,156,27
westus2,44153.91667,93,29
westus2,44153.91667,125,110
westus2,44153.91667,140,177
westus2,44153.91667,187,13
westus2,44153.875,109,144
westus2,44153.875,124,139
westus2,44153.875,140,224
westus2,44153.875,156,57
westus2,44153.875,0,52
westus2,44153.875,171,20
westus2,44153.875,234,18
westus2,44153.875,203,15
westus2,44153.875,125,126
westus2,44153.83333,124,191
westus2,44153.83333,156,29
westus2,44153.83333,109,178
westus2,44153.83333,125,237
westus2,44153.83333,140,117
westus2,44153.79167,109,43
westus2,44153.79167,187,12
westus2,44153.79167,125,160
westus2,44153.79167,171,17
westus2,44153.79167,156,56
westus2,44153.79167,203,19
westus2,44153.79167,140,315
westus2,44153.79167,124,170
westus2,44153.79167,0,58
westus2,44153.75,156,29
westus2,44153.75,171,14
westus2,44153.75,109,120
westus2,44153.75,140,175
westus2,44153.75,125,149
westus2,44153.75,124,118
westus2,44153.75,187,11
westus2,44153.75,203,11
westus2,44153.70833,125,154
westus2,44153.70833,109,244
westus2,44153.70833,140,57
westus2,44153.70833,156,23
westus2,44153.70833,171,12
westus2,44153.70833,93,22
westus2,44153.70833,124,131
westus2,44153.66667,140,44
westus2,44153.66667,125,88
westus2,44153.66667,109,375
westus2,44153.66667,124,72
westus2,44153.66667,93,264
westus2,44153.66667,156,14
westus2,44153.66667,78,13
westus2,44153.625,203,21
westus2,44153.625,187,18
westus2,44153.625,109,197
westus2,44153.625,93,13
westus2,44153.625,156,42
westus2,44153.625,171,26
westus2,44153.625,218,19
westus2,44153.625,140,206
westus2,44153.625,125,274
westus2,44153.625,124,263
westus2,44153.625,0,12
westus2,44153.625,265,14
westus2,44153.58333,171,15
westus2,44153.58333,140,91
westus2,44153.58333,109,152
westus2,44153.58333,125,176
westus2,44153.58333,124,154
westus2,44153.54167,125,182
westus2,44153.54167,140,134
westus2,44153.54167,156,21
westus2,44153.54167,124,139
westus2,44153.54167,171,22
westus2,44153.54167,109,191
westus2,44153.54167,0,12
westus2,44153.54167,78,14
westus2,44153.54167,93,13
westus2,44153.54167,187,14
westus2,44153.5,124,103
westus2,44153.5,109,113
westus2,44153.5,156,33
westus2,44153.5,93,33
westus2,44153.5,140,127
westus2,44153.5,125,113
westus2,44153.45833,187,15
westus2,44153.45833,140,395
westus2,44153.45833,171,16
westus2,44153.45833,234,13
westus2,44153.45833,0,42
westus2,44153.45833,109,22
westus2,44153.45833,156,63
westus2,44153.45833,218,11
westus2,44153.45833,124,100
westus2,44153.45833,125,112
westus2,44153.45833,203,18
westus2,44153.41667,78,73
westus2,44153.41667,156,13
westus2,44153.41667,124,90
westus2,44153.41667,140,106
westus2,44153.41667,93,82
westus2,44153.41667,109,98
westus2,44153.41667,125,112
westus2,44153.375,125,138
westus2,44153.375,0,169
westus2,44153.375,93,79
westus2,44153.375,171,13
westus2,44153.375,203,11
westus2,44153.375,109,105
westus2,44153.375,124,119
westus2,44153.375,15,18
westus2,44153.375,78,24
westus2,44153.375,156,30
westus2,44153.375,140,164
westus2,44153.33333,203,12
westus2,44153.33333,234,13
westus2,44153.33333,124,78
westus2,44153.33333,171,11
westus2,44153.33333,109,49
westus2,44153.33333,125,100
westus2,44153.33333,140,224
westus2,44153.33333,156,51
westus2,44153.29167,0,11
westus2,44153.29167,125,127
westus2,44153.29167,109,224
westus2,44153.29167,93,67
westus2,44153.29167,140,69
westus2,44153.29167,218,12
westus2,44153.29167,171,17
westus2,44153.29167,124,132
westus2,44153.29167,156,11
westus2,44153.25,78,149
westus2,44153.25,125,61
westus2,44153.25,124,46
westus2,44153.25,140,84
westus2,44153.25,109,147
westus2,44153.25,156,20
westus2,44153.25,93,261
westus2,44153.20833,156,44
westus2,44153.20833,109,126
westus2,44153.20833,125,106
westus2,44153.20833,187,11
westus2,44153.20833,124,112
westus2,44153.20833,93,64
westus2,44153.20833,78,16
westus2,44153.20833,140,129
westus2,44153.20833,171,15
westus2,44153.16667,203,11
westus2,44153.16667,109,68
westus2,44153.16667,171,25
westus2,44153.16667,187,13
westus2,44153.16667,140,315
westus2,44153.16667,125,118
westus2,44153.16667,124,93
westus2,44153.16667,156,75
westus2,44153.125,124,191
westus2,44153.125,156,19
westus2,44153.125,125,198
westus2,44153.125,109,144
westus2,44153.125,140,154
westus2,44153.08333,125,207
westus2,44153.08333,171,22
westus2,44153.08333,234,15
westus2,44153.08333,109,76
westus2,44153.08333,156,52
westus2,44153.08333,187,17
westus2,44153.08333,140,258
westus2,44153.08333,124,165
westus2,44153.04167,140,346
westus2,44153.04167,124,142
westus2,44153.04167,171,14
westus2,44153.04167,125,165
westus2,44153.04167,109,84
westus2,44153.04167,156,29
westus2,44153,156,16
westus2,44153,124,209
westus2,44153,109,222
westus2,44153,140,99
westus2,44153,125,194
westus2,44152.95833,125,194
westus2,44152.95833,156,45
westus2,44152.95833,140,206
westus2,44152.95833,187,11
westus2,44152.95833,171,17
westus2,44152.95833,109,107
westus2,44152.95833,124,167
westus2,44152.91667,140,205
westus2,44152.91667,171,57
westus2,44152.91667,125,134
westus2,44152.91667,124,143
westus2,44152.91667,156,120
westus2,44152.91667,109,20
westus2,44152.875,171,20
westus2,44152.875,187,12
westus2,44152.875,109,86
westus2,44152.875,156,27
westus2,44152.875,140,196
westus2,44152.875,124,158
westus2,44152.875,125,182
westus2,44152.83333,125,227
westus2,44152.83333,218,22
westus2,44152.83333,234,12
westus2,44152.83333,156,40
westus2,44152.83333,140,260
westus2,44152.83333,187,20
westus2,44152.83333,171,41
westus2,44152.83333,15,12
westus2,44152.83333,203,14
westus2,44152.83333,0,25
westus2,44152.83333,124,195
westus2,44152.83333,109,251
westus2,44152.79167,156,47
westus2,44152.79167,140,213
westus2,44152.79167,187,14
westus2,44152.79167,171,17
westus2,44152.79167,125,183
westus2,44152.79167,109,85
westus2,44152.79167,124,152
westus2,44152.75,203,28
westus2,44152.75,265,12
westus2,44152.75,140,327
westus2,44152.75,171,42
westus2,44152.75,187,35
westus2,44152.75,156,57
westus2,44152.75,109,132
westus2,44152.75,0,17
westus2,44152.75,218,20
westus2,44152.75,125,250
westus2,44152.75,124,243
westus2,44152.70833,124,249
westus2,44152.70833,109,169
westus2,44152.70833,156,28
westus2,44152.70833,140,179
westus2,44152.70833,218,11
westus2,44152.70833,203,16
westus2,44152.70833,171,23
westus2,44152.70833,0,12
westus2,44152.70833,125,244
westus2,44152.66667,140,111
westus2,44152.66667,203,14
westus2,44152.66667,0,15
westus2,44152.66667,156,32
westus2,44152.66667,171,21
westus2,44152.66667,187,19
westus2,44152.66667,93,33
westus2,44152.66667,218,11
westus2,44152.66667,124,168
westus2,44152.66667,109,280
westus2,44152.66667,125,174
westus2,44152.625,109,110
westus2,44152.625,171,14
westus2,44152.625,156,57
westus2,44152.625,187,12
westus2,44152.625,124,132
westus2,44152.625,140,228
westus2,44152.625,125,174
westus2,44152.58333,171,26
westus2,44152.58333,93,204
westus2,44152.58333,124,58
westus2,44152.58333,125,61
westus2,44152.58333,140,143
westus2,44152.58333,78,29
westus2,44152.58333,109,83
westus2,44152.58333,156,167
westus2,44152.54167,93,12
westus2,44152.54167,109,131
westus2,44152.54167,187,13
westus2,44152.54167,124,108
westus2,44152.54167,125,105
westus2,44152.54167,140,199
westus2,44152.54167,171,19
westus2,44152.54167,156,55
westus2,44152.54167,78,14
westus2,44152.5,109,128
westus2,44152.5,171,14
westus2,44152.5,187,13
westus2,44152.5,156,26
westus2,44152.5,125,183
westus2,44152.5,140,125
westus2,44152.5,124,165
westus2,44152.45833,187,11
westus2,44152.45833,140,138
westus2,44152.45833,156,33
westus2,44152.45833,125,188
westus2,44152.45833,109,63
westus2,44152.45833,124,182
westus2,44152.41667,109,70
westus2,44152.41667,171,85
westus2,44152.41667,187,19
westus2,44152.41667,156,159
westus2,44152.41667,140,183
westus2,44152.41667,125,141
westus2,44152.41667,124,122
westus2,44152.375,124,152
westus2,44152.375,109,150
westus2,44152.375,187,12
westus2,44152.375,171,20
westus2,44152.375,93,43
westus2,44152.375,156,25
westus2,44152.375,140,150
westus2,44152.375,125,135
westus2,44152.33333,78,64
westus2,44152.33333,187,16
westus2,44152.33333,93,62
westus2,44152.33333,124,84
westus2,44152.33333,156,44
westus2,44152.33333,140,139
westus2,44152.33333,125,82
westus2,44152.33333,109,193
westus2,44152.33333,171,18
westus2,44152.29167,156,60
westus2,44152.29167,171,25
westus2,44152.29167,109,31
westus2,44152.29167,218,11
westus2,44152.29167,124,156
westus2,44152.29167,140,267
westus2,44152.29167,125,187
westus2,44152.29167,187,15
westus2,44152.25,109,170
westus2,44152.25,187,11
westus2,44152.25,156,43
westus2,44152.25,203,12
westus2,44152.25,140,209
westus2,44152.25,171,14
westus2,44152.25,125,136
westus2,44152.25,124,129
westus2,44152.25,93,45
westus2,44152.20833,93,12
westus2,44152.20833,125,138
westus2,44152.20833,140,127
westus2,44152.20833,171,12
westus2,44152.20833,109,232
westus2,44152.20833,156,46
westus2,44152.20833,124,121
westus2,44152.16667,187,13
westus2,44152.16667,171,13
westus2,44152.16667,156,43
westus2,44152.16667,125,174
westus2,44152.16667,124,178
westus2,44152.16667,109,56
westus2,44152.16667,140,244
westus2,44152.125,124,138
westus2,44152.125,171,12
westus2,44152.125,156,52
westus2,44152.125,140,279
westus2,44152.125,93,27
westus2,44152.125,125,128
westus2,44152.125,109,146
westus2,44152.08333,156,29
westus2,44152.08333,125,172
westus2,44152.08333,124,178
westus2,44152.08333,109,223
westus2,44152.08333,140,100
westus2,44152.08333,171,12
westus2,44152.04167,156,66
westus2,44152.04167,203,13
westus2,44152.04167,124,151
westus2,44152.04167,140,207
westus2,44152.04167,125,181
westus2,44152.04167,187,13
westus2,44152.04167,109,235
westus2,44152.04167,171,15
westus2,44152,171,15
westus2,44152,187,23
westus2,44152,124,148
westus2,44152,203,12
westus2,44152,125,187
westus2,44152,156,79
westus2,44152,140,268
westus2,44152,109,159
westus2,44151.95833,218,19
westus2,44151.95833,15,17
westus2,44151.95833,203,27
westus2,44151.95833,187,30
westus2,44151.95833,125,173
westus2,44151.95833,0,53
westus2,44151.95833,140,146
westus2,44151.95833,93,48
westus2,44151.95833,171,35
westus2,44151.95833,124,158
westus2,44151.95833,250,11
westus2,44151.95833,281,12
westus2,44151.95833,156,50
westus2,44151.95833,234,11
westus2,44151.95833,109,213
westus2,44151.91667,171,13
westus2,44151.91667,124,178
westus2,44151.91667,156,27
westus2,44151.91667,125,199
westus2,44151.91667,140,123
westus2,44151.91667,109,204
westus2,44151.875,140,283
westus2,44151.875,125,192
westus2,44151.875,124,177
westus2,44151.875,156,69
westus2,44151.875,171,11
westus2,44151.875,109,60
westus2,44151.875,187,17
westus2,44151.83333,109,110
westus2,44151.83333,187,20
westus2,44151.83333,140,281
westus2,44151.83333,171,23
westus2,44151.83333,15,11
westus2,44151.83333,156,49
westus2,44151.83333,93,135
westus2,44151.83333,0,12
westus2,44151.83333,125,198
westus2,44151.83333,234,15
westus2,44151.83333,124,182
westus2,44151.83333,218,16
westus2,44151.79167,187,11
westus2,44151.79167,124,169
westus2,44151.79167,93,22
westus2,44151.79167,125,176
westus2,44151.79167,156,16
westus2,44151.79167,109,184
westus2,44151.79167,140,212
westus2,44151.75,93,20
westus2,44151.75,125,185
westus2,44151.75,124,154
westus2,44151.75,171,13
westus2,44151.75,140,164
westus2,44151.75,109,293
westus2,44151.75,203,11
westus2,44151.75,156,36
westus2,44151.70833,156,49
westus2,44151.70833,140,152
westus2,44151.70833,203,11
westus2,44151.70833,125,197
westus2,44151.70833,124,160
westus2,44151.70833,109,164
westus2,44151.70833,93,13
westus2,44151.66667,125,230
westus2,44151.66667,124,234
westus2,44151.66667,140,154
westus2,44151.66667,156,17
westus2,44151.66667,109,136
westus2,44151.625,124,182
westus2,44151.625,156,25
westus2,44151.625,140,199
westus2,44151.625,109,131
westus2,44151.625,125,217
westus2,44151.58333,156,34
westus2,44151.58333,171,17
westus2,44151.58333,140,169
westus2,44151.58333,124,188
westus2,44151.58333,109,114
westus2,44151.58333,125,216
westus2,44151.54167,125,163
westus2,44151.54167,124,154
westus2,44151.54167,109,69
westus2,44151.54167,140,204
westus2,44151.54167,156,54
westus2,44151.54167,171,13
westus2,44151.5,109,99
westus2,44151.5,140,303
westus2,44151.5,125,191
westus2,44151.5,187,14
westus2,44151.5,156,69
westus2,44151.5,124,186
westus2,44151.5,171,21
westus2,44151.45833,171,11
westus2,44151.45833,124,160
westus2,44151.45833,140,182
westus2,44151.45833,125,189
westus2,44151.45833,109,161
westus2,44151.45833,156,25
westus2,44151.41667,156,36
westus2,44151.41667,109,122
westus2,44151.41667,140,223
westus2,44151.41667,187,11
westus2,44151.41667,124,164
westus2,44151.41667,125,196
westus2,44151.375,140,361
westus2,44151.375,203,12
westus2,44151.375,109,73
westus2,44151.375,124,131
westus2,44151.375,125,136
westus2,44151.375,171,25
westus2,44151.375,156,93
westus2,44151.33333,140,219
westus2,44151.33333,109,192
westus2,44151.33333,125,195
westus2,44151.33333,156,43
westus2,44151.33333,124,176
westus2,44151.33333,93,25
westus2,44151.33333,171,20
westus2,44151.29167,109,93
westus2,44151.29167,125,143
westus2,44151.29167,124,113
westus2,44151.29167,140,311
westus2,44151.29167,156,65
westus2,44151.29167,171,13
westus2,44151.29167,187,13
westus2,44151.25,156,73
westus2,44151.25,93,18
westus2,44151.25,109,174
westus2,44151.25,125,98
westus2,44151.25,140,265
westus2,44151.25,187,12
westus2,44151.25,171,14
westus2,44151.25,124,85
westus2,44151.20833,93,29
westus2,44151.20833,109,151
westus2,44151.20833,171,12
westus2,44151.20833,125,207
westus2,44151.20833,156,40
westus2,44151.20833,187,11
westus2,44151.20833,124,165
westus2,44151.20833,140,191
westus2,44151.16667,124,117
westus2,44151.16667,171,11
westus2,44151.16667,125,142
westus2,44151.16667,140,252
westus2,44151.16667,156,37
westus2,44151.16667,109,79
westus2,44151.125,187,16
westus2,44151.125,140,220
westus2,44151.125,109,126
westus2,44151.125,125,195
westus2,44151.125,156,21
westus2,44151.125,93,25
westus2,44151.125,124,141
westus2,44151.08333,109,216
westus2,44151.08333,156,37
westus2,44151.08333,171,17
westus2,44151.08333,125,185
westus2,44151.08333,124,140
westus2,44151.08333,140,140
westus2,44151.04167,156,49
westus2,44151.04167,171,12
westus2,44151.04167,187,12
westus2,44151.04167,125,187
westus2,44151.04167,109,100
westus2,44151.04167,124,173
westus2,44151.04167,140,227
westus2,44151,124,158
westus2,44151,140,201
westus2,44151,109,73
westus2,44151,156,26
westus2,44151,125,187
westus2,44150.95833,140,143
westus2,44150.95833,171,11
westus2,44150.95833,156,48
westus2,44150.95833,124,132
westus2,44150.95833,109,229
westus2,44150.95833,203,11
westus2,44150.95833,125,176
westus2,44150.91667,140,215
westus2,44150.91667,124,131
westus2,44150.91667,125,134
westus2,44150.91667,156,63
westus2,44150.91667,109,112
westus2,44150.91667,171,12
westus2,44150.875,109,35
westus2,44150.875,156,24
westus2,44150.875,125,153
westus2,44150.875,140,209
westus2,44150.875,187,11
westus2,44150.875,124,148
westus2,44150.875,93,52
westus2,44150.83333,156,27
westus2,44150.83333,109,261
westus2,44150.83333,140,86
westus2,44150.83333,125,177
westus2,44150.83333,124,128
westus2,44150.79167,187,16
westus2,44150.79167,124,144
westus2,44150.79167,156,29
westus2,44150.79167,125,173
westus2,44150.79167,109,216
westus2,44150.79167,171,25
westus2,44150.79167,140,173
westus2,44150.75,109,208
westus2,44150.75,125,124
westus2,44150.75,156,22
westus2,44150.75,140,192
westus2,44150.75,62,20
westus2,44150.75,124,126
westus2,44150.75,93,50
westus2,44150.75,78,52
westus2,44150.70833,93,12
westus2,44150.70833,109,156
westus2,44150.70833,156,27
westus2,44150.70833,140,154
westus2,44150.70833,125,224
westus2,44150.70833,234,14
westus2,44150.70833,124,205
westus2,44150.70833,171,12
westus2,44150.70833,218,11
westus2,44150.66667,140,150
westus2,44150.66667,124,128
westus2,44150.66667,93,154
westus2,44150.66667,125,132
westus2,44150.66667,109,48
westus2,44150.66667,156,17
westus2,44150.66667,78,180
westus2,44150.625,218,12
westus2,44150.625,156,76
westus2,44150.625,109,56
westus2,44150.625,187,13
westus2,44150.625,124,122
westus2,44150.625,140,271
westus2,44150.625,125,139
westus2,44150.625,171,20
westus2,44150.58333,187,14
westus2,44150.58333,109,94
westus2,44150.58333,140,258
westus2,44150.58333,156,56
westus2,44150.58333,124,144
westus2,44150.58333,171,24
westus2,44150.58333,125,170
westus2,44150.54167,140,161
westus2,44150.54167,124,121
westus2,44150.54167,93,240
westus2,44150.54167,109,52
westus2,44150.54167,125,122
westus2,44150.54167,156,18
westus2,44150.54167,78,38
westus2,44150.5,187,12
westus2,44150.5,109,104
westus2,44150.5,140,153
westus2,44150.5,78,58
westus2,44150.5,93,90
westus2,44150.5,125,178
westus2,44150.5,156,34
westus2,44150.5,124,137
westus2,44150.45833,140,168
westus2,44150.45833,125,206
westus2,44150.45833,109,129
westus2,44150.45833,156,26
westus2,44150.45833,171,15
westus2,44150.45833,187,13
westus2,44150.45833,124,190
westus2,44150.41667,156,34
westus2,44150.41667,171,15
westus2,44150.41667,187,12
westus2,44150.41667,124,179
westus2,44150.41667,109,100
westus2,44150.41667,125,189
westus2,44150.41667,140,166
westus2,44150.375,171,22
westus2,44150.375,125,143
westus2,44150.375,124,131
westus2,44150.375,109,109
westus2,44150.375,156,56
westus2,44150.375,203,12
westus2,44150.375,140,289
westus2,44150.33333,156,17
westus2,44150.33333,124,152
westus2,44150.33333,125,202
westus2,44150.33333,109,178
westus2,44150.33333,140,141
westus2,44150.29167,109,119
westus2,44150.29167,140,163
westus2,44150.29167,124,175
westus2,44150.29167,156,22
westus2,44150.29167,125,193
westus2,44150.29167,171,17
westus2,44150.25,203,11
westus2,44150.25,171,17
westus2,44150.25,218,12
westus2,44150.25,78,20
westus2,44150.25,93,21
westus2,44150.25,124,128
westus2,44150.25,125,128
westus2,44150.25,187,12
westus2,44150.25,109,36
westus2,44150.25,140,348
westus2,44150.25,156,38
westus2,44150.20833,109,119
westus2,44150.20833,125,200
westus2,44150.20833,93,35
westus2,44150.20833,140,110
westus2,44150.20833,156,33
westus2,44150.20833,78,46
westus2,44150.20833,171,12
westus2,44150.20833,124,153
westus2,44150.16667,187,12
westus2,44150.16667,125,176
westus2,44150.16667,140,179
westus2,44150.16667,171,12
westus2,44150.16667,109,148
westus2,44150.16667,124,179
westus2,44150.125,109,297
westus2,44150.125,93,251
westus2,44150.125,140,48
westus2,44150.125,78,98
westus2,44150.125,125,58
westus2,44150.125,124,65
westus2,44150.08333,140,114
westus2,44150.08333,125,253
westus2,44150.08333,156,17
westus2,44150.08333,93,12
westus2,44150.08333,109,156
westus2,44150.08333,124,223
westus2,44150.08333,171,12
westus2,44150.04167,124,119
westus2,44150.04167,156,14
westus2,44150.04167,140,141
westus2,44150.04167,109,81
westus2,44150.04167,78,41
westus2,44150.04167,93,56
westus2,44150.04167,125,147
westus2,44150,171,18
westus2,44150,156,35
westus2,44150,140,164
westus2,44150,125,229
westus2,44150,109,155
westus2,44150,124,185
westus2,44150,187,17
westus2,44150,203,13
westus2,44149.95833,109,84
westus2,44149.95833,218,15
westus2,44149.95833,187,14
westus2,44149.95833,125,253
westus2,44149.95833,171,17
westus2,44149.95833,0,44
westus2,44149.95833,140,145
westus2,44149.95833,124,207
westus2,44149.95833,156,26
westus2,44149.91667,125,183
westus2,44149.91667,109,137
westus2,44149.91667,156,21
westus2,44149.91667,171,12
westus2,44149.91667,124,178
westus2,44149.91667,140,175
westus2,44149.91667,187,15
westus2,44149.875,109,39
westus2,44149.875,125,139
westus2,44149.875,187,30
westus2,44149.875,0,15
westus2,44149.875,140,351
westus2,44149.875,234,11
westus2,44149.875,171,23
westus2,44149.875,124,148
westus2,44149.875,156,66
westus2,44149.83333,156,16
westus2,44149.83333,124,145
westus2,44149.83333,125,189
westus2,44149.83333,109,191
westus2,44149.83333,187,12
westus2,44149.83333,140,107
westus2,44149.79167,218,12
westus2,44149.79167,203,11
westus2,44149.79167,187,20
westus2,44149.79167,0,18
westus2,44149.79167,140,169
westus2,44149.79167,156,27
westus2,44149.79167,171,22
westus2,44149.79167,124,231
westus2,44149.79167,125,240
westus2,44149.79167,109,153
westus2,44149.75,218,11
westus2,44149.75,140,174
westus2,44149.75,124,201
westus2,44149.75,156,42
westus2,44149.75,171,32
westus2,44149.75,109,127
westus2,44149.75,125,261
westus2,44149.75,187,14
westus2,44149.70833,171,17
westus2,44149.70833,125,195
westus2,44149.70833,140,238
westus2,44149.70833,156,38
westus2,44149.70833,124,172
westus2,44149.70833,109,100
westus2,44149.70833,234,11
westus2,44149.66667,125,227
westus2,44149.66667,140,126
westus2,44149.66667,109,223
westus2,44149.66667,156,31
westus2,44149.66667,124,173
westus2,44149.625,156,36
westus2,44149.625,109,75
westus2,44149.625,125,206
westus2,44149.625,124,199
westus2,44149.625,140,231
westus2,44149.58333,156,45
westus2,44149.58333,93,19
westus2,44149.58333,109,97
westus2,44149.58333,125,110
westus2,44149.58333,124,122
westus2,44149.58333,140,246
westus2,44149.58333,203,17
westus2,44149.58333,171,17
westus2,44149.54167,156,24
westus2,44149.54167,125,260
westus2,44149.54167,140,151
westus2,44149.54167,124,186
westus2,44149.54167,109,185
westus2,44149.5,109,338
westus2,44149.5,125,125
westus2,44149.5,124,122
westus2,44149.5,156,38
westus2,44149.5,140,136
westus2,44149.5,218,12
westus2,44149.5,171,13
westus2,44149.45833,125,117
westus2,44149.45833,109,143
westus2,44149.45833,140,196
westus2,44149.45833,124,116
westus2,44149.45833,156,66
westus2,44149.41667,124,135
westus2,44149.41667,140,197
westus2,44149.41667,109,178
westus2,44149.41667,203,12
westus2,44149.41667,156,49
westus2,44149.41667,171,15
westus2,44149.41667,93,49
westus2,44149.41667,125,141
westus2,44149.375,140,97
westus2,44149.375,156,20
westus2,44149.375,125,132
westus2,44149.375,109,175
westus2,44149.375,93,99
westus2,44149.375,124,122
westus2,44149.375,78,140
westus2,44149.375,62,14
westus2,44149.33333,156,28
westus2,44149.33333,124,151
westus2,44149.33333,109,204
westus2,44149.33333,140,138
westus2,44149.33333,125,198
westus2,44149.29167,171,15
westus2,44149.29167,187,13
westus2,44149.29167,109,80
westus2,44149.29167,124,115
westus2,44149.29167,125,136
westus2,44149.29167,93,32
westus2,44149.29167,140,232
westus2,44149.29167,156,38
westus2,44149.25,125,140
westus2,44149.25,140,91
westus2,44149.25,124,130
westus2,44149.25,156,30
westus2,44149.25,109,213
westus2,44149.25,171,15
westus2,44149.25,93,117
westus2,44149.25,203,11
westus2,44149.20833,109,115
westus2,44149.20833,125,144
westus2,44149.20833,124,164
westus2,44149.20833,171,17
westus2,44149.20833,140,172
westus2,44149.20833,0,20
westus2,44149.20833,156,26
westus2,44149.16667,140,139
westus2,44149.16667,109,96
westus2,44149.16667,187,18
westus2,44149.16667,125,170
westus2,44149.16667,156,36
westus2,44149.16667,0,33
westus2,44149.16667,171,18
westus2,44149.16667,124,132
westus2,44149.125,124,181
westus2,44149.125,140,216
westus2,44149.125,125,195
westus2,44149.125,109,54
westus2,44149.125,171,24
westus2,44149.125,156,40
westus2,44149.08333,171,11
westus2,44149.08333,187,16
westus2,44149.08333,124,153
westus2,44149.08333,93,15
westus2,44149.08333,109,77
westus2,44149.08333,78,40
westus2,44149.08333,140,224
westus2,44149.08333,156,23
westus2,44149.08333,125,159
westus2,44149.04167,125,170
westus2,44149.04167,156,27
westus2,44149.04167,124,155
westus2,44149.04167,140,116
westus2,44149.04167,171,17
westus2,44149.04167,109,210
westus2,44149,156,13
westus2,44149,93,194
westus2,44149,125,126
westus2,44149,124,99
westus2,44149,171,13
westus2,44149,78,24
